JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460575.11154,11.325,0.044,,I,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.66932|CMAGINS=-6.114|CRA=260.70686|CREFMAG=10.974|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.009|KMAGSTD=10.079|KRA=260.82089|KREFERR=0.156|KREFMAG=10.119|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.763,0,1.971,Z,,10.079,,V1716 Sco,AAVSO,STD,0,,,
2460575.11178,11.401,0.043,,I,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-5.943|CRA=260.68444|CREFMAG=11.123|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.021|KMAGSTD=10.045|KRA=260.82089|KREFERR=0.156|KREFMAG=10.119|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.665,0,1.975,Z,,10.045,,V1716 Sco,AAVSO,STD,0,,,
2460575.11204,11.477,0.049,,I,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-5.944|CRA=260.68444|CREFMAG=11.123|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.007|KMAGSTD=10.061|KRA=260.82089|KREFERR=0.156|KREFMAG=10.119|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.590,0,1.979,Z,,10.061,,V1716 Sco,AAVSO,STD,0,,,
2460575.11228,11.397,0.046,,I,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.66932|CMAGINS=-6.068|CRA=260.70686|CREFMAG=10.974|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.040|KMAGSTD=10.002|KRA=260.82089|KREFERR=0.156|KREFMAG=10.119|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.645,0,1.982,Z,,10.002,,V1716 Sco,AAVSO,STD,0,,,
2460575.11253,11.422,0.045,,I,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-5.940|CRA=260.68444|CREFMAG=11.123|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-6.990|KMAGSTD=10.073|KRA=260.82089|KREFERR=0.156|KREFMAG=10.119|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.641,0,1.986,Z,,10.073,,V1716 Sco,AAVSO,STD,0,,,
2460575.11278,11.391,0.042,,I,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-5.931|CRA=260.68444|CREFMAG=11.123|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-6.946|KMAGSTD=10.109|KRA=260.82089|KREFERR=0.156|KREFMAG=10.119|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.664,0,1.990,Z,,10.109,,V1716 Sco,AAVSO,STD,0,,,
2460576.03103,16.132,0.099,,B,PEX,,ENSEMBLE,109,X28789SY,|CDEC=-41.69902|CMAGINS=-7.553|CRA=260.69438|CREFMAG=11.559|ENSTYPE=1|KDEC=-41.62625|KMAGINS=-7.798|KMAGSTD=11.314|KRA=260.82227|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P337_PEX_AUTO|VMAGINS=-2.980,0,1.286,Z,,11.314,,V1716 SCO,AAVSO,STD,0,,,
2460576.04293,13.310,0.031,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.374|CRA=260.68444|CREFMAG=12.657|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.734|KMAGSTD=11.297|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.721,0,1.348,Z,,11.297,,V1716 Sco,AAVSO,STD,0,,,
2460576.04329,13.236,0.027,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.395|CRA=260.68444|CREFMAG=12.657|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.733|KMAGSTD=11.319|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.816,0,1.350,Z,,11.319,,V1716 Sco,AAVSO,STD,0,,,
2460576.04365,13.272,0.029,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.336|CRA=260.68444|CREFMAG=12.657|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.669|KMAGSTD=11.324|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.721,0,1.353,Z,,11.324,,V1716 Sco,AAVSO,STD,0,,,
2460576.04400,13.279,0.031,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.383|CRA=260.68444|CREFMAG=12.657|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.756|KMAGSTD=11.284|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.760,0,1.355,Z,,11.284,,V1716 Sco,AAVSO,STD,0,,,
2460576.04436,13.266,0.028,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.334|CRA=260.68444|CREFMAG=12.657|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.686|KMAGSTD=11.305|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.725,0,1.357,Z,,11.305,,V1716 Sco,AAVSO,STD,0,,,
2460576.04472,13.266,0.028,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.338|CRA=260.68444|CREFMAG=12.657|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.696|KMAGSTD=11.299|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.729,0,1.359,Z,,11.299,,V1716 Sco,AAVSO,STD,0,,,
2460576.04508,13.268,0.029,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.335|CRA=260.68444|CREFMAG=12.657|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.694|KMAGSTD=11.298|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.724,0,1.361,Z,,11.298,,V1716 Sco,AAVSO,STD,0,,,
2460576.04544,13.294,0.030,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.398|CRA=260.68444|CREFMAG=12.657|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.713|KMAGSTD=11.342|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.761,0,1.363,Z,,11.342,,V1716 Sco,AAVSO,STD,0,,,
2460576.04580,13.252,0.030,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.351|CRA=260.68444|CREFMAG=12.657|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.718|KMAGSTD=11.289|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.755,0,1.365,Z,,11.289,,V1716 Sco,AAVSO,STD,0,,,
2460576.04615,13.269,0.030,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.389|CRA=260.68444|CREFMAG=12.657|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.694|KMAGSTD=11.352|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.777,0,1.367,Z,,11.352,,V1716 Sco,AAVSO,STD,0,,,
2460576.04648,12.576,0.031,,V,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.938|CRA=260.68444|CREFMAG=12.077|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-8.149|KMAGSTD=10.866|KRA=260.82089|KREFERR=0.053|KREFMAG=10.865|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-6.439,0,1.369,Z,,10.866,,V1716 Sco,AAVSO,STD,0,,,
2460576.04674,12.463,0.030,,V,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.941|CRA=260.68444|CREFMAG=12.077|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-8.158|KMAGSTD=10.860|KRA=260.82089|KREFERR=0.053|KREFMAG=10.865|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-6.555,0,1.370,Z,,10.860,,V1716 Sco,AAVSO,STD,0,,,
2460576.04698,12.574,0.034,,V,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.916|CRA=260.68444|CREFMAG=12.077|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-8.159|KMAGSTD=10.834|KRA=260.82089|KREFERR=0.053|KREFMAG=10.865|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-6.420,0,1.372,Z,,10.834,,V1716 Sco,AAVSO,STD,0,,,
2460576.04722,12.499,0.030,,V,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.917|CRA=260.68444|CREFMAG=12.077|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-8.103|KMAGSTD=10.891|KRA=260.82089|KREFERR=0.053|KREFMAG=10.865|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-6.495,0,1.373,Z,,10.891,,V1716 Sco,AAVSO,STD,0,,,
2460576.04747,12.584,0.029,,V,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.939|CRA=260.68444|CREFMAG=12.077|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-8.147|KMAGSTD=10.870|KRA=260.82089|KREFERR=0.053|KREFMAG=10.865|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-6.433,0,1.375,Z,,10.870,,V1716 Sco,AAVSO,STD,0,,,
2460576.04772,12.557,0.030,,V,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.918|CRA=260.68444|CREFMAG=12.077|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-8.126|KMAGSTD=10.870|KRA=260.82089|KREFERR=0.053|KREFMAG=10.865|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-6.439,0,1.376,Z,,10.870,,V1716 Sco,AAVSO,STD,0,,,
2460576.04795,12.573,0.030,,V,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.914|CRA=260.68444|CREFMAG=12.077|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-8.094|KMAGSTD=10.897|KRA=260.82089|KREFERR=0.053|KREFMAG=10.865|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-6.418,0,1.378,Z,,10.897,,V1716 Sco,AAVSO,STD,0,,,
2460576.04819,12.555,0.030,,V,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.914|CRA=260.68444|CREFMAG=12.077|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-8.116|KMAGSTD=10.876|KRA=260.82089|KREFERR=0.053|KREFMAG=10.865|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-6.436,0,1.379,Z,,10.876,,V1716 Sco,AAVSO,STD,0,,,
2460576.04844,12.536,0.029,,V,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.908|CRA=260.68444|CREFMAG=12.077|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-8.133|KMAGSTD=10.852|KRA=260.82089|KREFERR=0.053|KREFMAG=10.865|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-6.449,0,1.381,Z,,10.852,,V1716 Sco,AAVSO,STD,0,,,
2460576.04868,12.614,0.032,,V,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.935|CRA=260.68444|CREFMAG=12.077|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-8.153|KMAGSTD=10.860|KRA=260.82089|KREFERR=0.053|KREFMAG=10.865|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-6.398,0,1.382,Z,,10.860,,V1716 Sco,AAVSO,STD,0,,,
2460576.04894,11.468,0.042,,I,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-5.856|CRA=260.68444|CREFMAG=11.123|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-6.949|KMAGSTD=10.031|KRA=260.82089|KREFERR=0.156|KREFMAG=10.119|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.511,0,1.384,Z,,10.031,,V1716 Sco,AAVSO,STD,0,,,
2460576.04918,11.420,0.037,,I,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-5.862|CRA=260.68444|CREFMAG=11.123|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-6.898|KMAGSTD=10.087|KRA=260.82089|KREFERR=0.156|KREFMAG=10.119|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.566,0,1.385,Z,,10.087,,V1716 Sco,AAVSO,STD,0,,,
2460576.04942,11.433,0.040,,I,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-5.818|CRA=260.68444|CREFMAG=11.123|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-6.903|KMAGSTD=10.038|KRA=260.82089|KREFERR=0.156|KREFMAG=10.119|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.508,0,1.387,Z,,10.038,,V1716 Sco,AAVSO,STD,0,,,
2460576.04966,11.501,0.045,,I,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-5.826|CRA=260.68444|CREFMAG=11.123|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-6.849|KMAGSTD=10.100|KRA=260.82089|KREFERR=0.156|KREFMAG=10.119|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.448,0,1.388,Z,,10.100,,V1716 Sco,AAVSO,STD,0,,,
2460576.04991,11.523,0.040,,I,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-5.889|CRA=260.68444|CREFMAG=11.123|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-6.929|KMAGSTD=10.083|KRA=260.82089|KREFERR=0.156|KREFMAG=10.119|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.490,0,1.390,Z,,10.083,,V1716 Sco,AAVSO,STD,0,,,
2460576.05015,11.503,0.042,,I,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-5.867|CRA=260.68444|CREFMAG=11.123|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-6.891|KMAGSTD=10.099|KRA=260.82089|KREFERR=0.156|KREFMAG=10.119|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.488,0,1.392,Z,,10.099,,V1716 Sco,AAVSO,STD,0,,,
2460576.05039,11.524,0.042,,I,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-5.867|CRA=260.68444|CREFMAG=11.123|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-6.902|KMAGSTD=10.088|KRA=260.82089|KREFERR=0.156|KREFMAG=10.119|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.467,0,1.393,Z,,10.088,,V1716 Sco,AAVSO,STD,0,,,
2460576.05064,11.473,0.040,,I,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-5.823|CRA=260.68444|CREFMAG=11.123|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-6.931|KMAGSTD=10.014|KRA=260.82089|KREFERR=0.156|KREFMAG=10.119|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.473,0,1.395,Z,,10.014,,V1716 Sco,AAVSO,STD,0,,,
2460576.05088,11.403,0.038,,I,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-5.910|CRA=260.68444|CREFMAG=11.123|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-6.944|KMAGSTD=10.089|KRA=260.82089|KREFERR=0.156|KREFMAG=10.119|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.630,0,1.396,Z,,10.089,,V1716 Sco,AAVSO,STD,0,,,
2460576.05112,11.381,0.038,,I,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-5.880|CRA=260.68444|CREFMAG=11.123|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-6.956|KMAGSTD=10.048|KRA=260.82089|KREFERR=0.156|KREFMAG=10.119|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.623,0,1.398,Z,,10.048,,V1716 Sco,AAVSO,STD,0,,,
2460578.03205,16.055,0.152,,B,PEX,,ENSEMBLE,109,X28789SY,|CDEC=-41.72271|CMAGINS=-7.969|CRA=260.76469|CREFMAG=10.760|ENSTYPE=1|KDEC=-41.62625|KMAGINS=-7.408|KMAGSTD=11.321|KRA=260.82227|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P337_PEX_AUTO|VMAGINS=-2.674,0,1.319,Z,,11.321,,V1716 SCO,AAVSO,STD,0,,,
2460578.03601,15.242,0.119,,V,PEX,,ENSEMBLE,109,X28789SY,|CDEC=-41.72271|CMAGINS=-8.671|CRA=260.76469|CREFMAG=10.247|ENSTYPE=1|KDEC=-41.62625|KMAGINS=-8.036|KMAGSTD=10.882|KRA=260.82227|KREFERR=0.053|KREFMAG=10.865|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P337_PEX_AUTO|VMAGINS=-3.676,0,1.340,Z,,10.882,,V1716 SCO,AAVSO,STD,0,,,
2460578.04390,13.287,0.042,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.102|CRA=260.68444|CREFMAG=12.657|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.461|KMAGSTD=11.298|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.471,0,1.387,Z,,11.298,,V1716 Sco,AAVSO,STD,0,,,
2460578.04428,13.274,0.045,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.66932|CMAGINS=-6.296|CRA=260.70686|CREFMAG=12.434|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.417|KMAGSTD=11.313|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.456,0,1.389,Z,,11.313,,V1716 Sco,AAVSO,STD,0,,,
2460578.04463,13.286,0.045,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.66932|CMAGINS=-6.361|CRA=260.70686|CREFMAG=12.434|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.448|KMAGSTD=11.348|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.509,0,1.391,Z,,11.348,,V1716 Sco,AAVSO,STD,0,,,
2460578.04499,13.241,0.041,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.143|CRA=260.68444|CREFMAG=12.657|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.490|KMAGSTD=11.310|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.559,0,1.394,Z,,11.310,,V1716 Sco,AAVSO,STD,0,,,
2460578.04535,13.325,0.042,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.66932|CMAGINS=-6.371|CRA=260.70686|CREFMAG=12.434|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.485|KMAGSTD=11.320|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.479,0,1.396,Z,,11.320,,V1716 Sco,AAVSO,STD,0,,,
2460578.04571,13.284,0.044,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.187|CRA=260.68444|CREFMAG=12.657|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.531|KMAGSTD=11.314|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.560,0,1.398,Z,,11.314,,V1716 Sco,AAVSO,STD,0,,,
2460578.04606,13.290,0.041,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.173|CRA=260.68444|CREFMAG=12.657|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.512|KMAGSTD=11.318|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.540,0,1.401,Z,,11.318,,V1716 Sco,AAVSO,STD,0,,,
2460578.04644,13.303,0.043,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.128|CRA=260.68444|CREFMAG=12.657|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.500|KMAGSTD=11.285|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.482,0,1.403,Z,,11.285,,V1716 Sco,AAVSO,STD,0,,,
2460578.04679,13.317,0.044,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.168|CRA=260.68444|CREFMAG=12.657|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.534|KMAGSTD=11.291|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.507,0,1.405,Z,,11.291,,V1716 Sco,AAVSO,STD,0,,,
2460578.04714,13.304,0.041,,B,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.166|CRA=260.68444|CREFMAG=12.657|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-7.518|KMAGSTD=11.305|KRA=260.82089|KREFERR=0.015|KREFMAG=11.312|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-5.519,0,1.408,Z,,11.305,,V1716 Sco,AAVSO,STD,0,,,
2460578.04748,12.544,0.034,,V,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.866|CRA=260.68444|CREFMAG=12.077|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-8.062|KMAGSTD=10.881|KRA=260.82089|KREFERR=0.053|KREFMAG=10.865|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-6.399,0,1.410,Z,,10.881,,V1716 Sco,AAVSO,STD,0,,,
2460578.04773,12.567,0.038,,V,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.883|CRA=260.68444|CREFMAG=12.077|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-8.057|KMAGSTD=10.903|KRA=260.82089|KREFERR=0.053|KREFMAG=10.865|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-6.393,0,1.411,Z,,10.903,,V1716 Sco,AAVSO,STD,0,,,
2460578.04797,12.515,0.036,,V,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.840|CRA=260.68444|CREFMAG=12.077|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-8.065|KMAGSTD=10.853|KRA=260.82089|KREFERR=0.053|KREFMAG=10.865|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-6.403,0,1.413,Z,,10.853,,V1716 Sco,AAVSO,STD,0,,,
2460578.04822,12.517,0.035,,V,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.878|CRA=260.68444|CREFMAG=12.077|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-8.080|KMAGSTD=10.876|KRA=260.82089|KREFERR=0.053|KREFMAG=10.865|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-6.438,0,1.414,Z,,10.876,,V1716 Sco,AAVSO,STD,0,,,
2460578.04846,12.554,0.036,,V,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.875|CRA=260.68444|CREFMAG=12.077|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-8.046|KMAGSTD=10.906|KRA=260.82089|KREFERR=0.053|KREFMAG=10.865|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-6.398,0,1.416,Z,,10.906,,V1716 Sco,AAVSO,STD,0,,,
2460578.04872,12.553,0.037,,V,GSAD,,ENSEMBLE,109,X36348VM,|CDEC=-41.65503|CMAGINS=-6.834|CRA=260.68444|CREFMAG=12.077|ENSTYPE=1|KDEC=-41.62720|KMAGINS=-8.062|KMAGSTD=10.850|KRA=260.82089|KREFERR=0.053|KREFMAG=10.865|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P341_GSAD_AUTO|VMAGINS=-6.359,0,1.418,Z,,10.850,,V1716 Sco,AAVSO,STD,0,,,
