JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2457700.45833,<8.6,,,Vis.,ACN,BUK,860,,X16815DM,,,,Z,,,,TCP J18102829-2729590,REA,STD,,,,
2457700.46250,9.0,,,Vis.,GLG,,8.6,9.1,X16838KB,25x100 binocs on tripod,,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
2457700.46736,9.1,,,Vis.,GLG,,8.6,9.1,X16838KB,25x100 binocs on tripod,,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
2457700.47917,8.9,,,Vis.,FFAD,B,86,91,X16871AOL,,,,Z,,,,TCP J18102829-2729590,,STD,,,,
2457700.94097,8.9,,,Vis.,SANG,,8.6,9.1,X16891PI,,,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
2457701.23958,8.98,,,Vis.,DMIB,,8.6,9.1,X16832KM,Bino Vixen 25x126mm,,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
2457701.29167,9.1,,,Vis.,JJNA,V,TYCHO-2 6851-2154-1,,X16871KD,,,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
2457701.44097,8.8,,,Vis.,PLA,,8.6,9.1,X16851S,Binocular 20x80,,,Z,,,,TCP J18102829-2729590,REA,STD,,,,
2457701.93542,8.8,,,Vis.,SANG,,8.6,9.1,X16891PI,,,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
2457702.0028,9.4,,,Vis.,PEX,,91,96,X16815DS,,,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
2457702.4667,9.4,,,Vis.,MOW,,91,96,X16838KB,,,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
2457702.48681,9.2,,,TG,GJED,,ENSEMBLE,000-BCB-535,X16894AAU,Check estimated magnitude: 9.143 (error: +0.019),0,,Z,na,-13.951,,TCP J18102829-2729590,AAVSO,STD,,,,
2457702.53333,9.1,,,Vis.,MCPA,B,91,80,X16890D,,,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
2457703.00139,9.6,,,Vis.,PEX,,96,,X16815DT,,,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
2457703.46389,9.6,,,Vis.,SLH,,96,100,x16832baq,,,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
2457703.46528,<8.6,,,Vis.,ACN,BUK,860,,X16815DM,,,,Z,,,,TCP J18102829-2729590,REA,STD,,,,
2457705.46875,10.1,,,Vis.,FFAD,B,100,,X16871AOL,,,,Z,,,,TCP J18102829-2729590,,STD,,,,
2457705.49387,9.9,,,TG,GJED,L,ENSEMBLE,000-BCB-535,X16894AAU,Check star mag: 9.124 (->err: -0.077),0,,Z,na,-12.734,,TCP J18102829-2729590,AAVSO,STD,,,,
2457706.00625,9.9,,,Vis.,PEX,B,96,100,X16815DT,,,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
2457706.48611,10.0,,,TG,GJED,BL,ENSEMBLE,000-BCB-535,X16894AAU,Check star mag:9.124 (->err:-0.076),0,,Z,na,-13.914,,TCP J18102829-2729590,AAVSO,STD,,,,
2457706.9965,10.1,,,Vis.,PEX,B,100,,X16815DT,,,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
2457707.88464,10.440,0.005,,V,BHQ,,100,91,X16832BAY,,1,2.131,Z,-8.891,-9.777,,TCP J18102829-2729590,VSS,STD,,,,
2457707.88572,10.956,0.008,,B,BHQ,,100,91,X16832BAY,,1,2.152,Z,-7.904,-9.240,,TCP J18102829-2729590,VSS,STD,,,,
2457708.48403,10.4,,,TG,GJED,BL,ENSEMBLE,000-BCB-535,X16894AAU,Check star mag:9.040 (->err: -0.084),0,,Z,na,-13.491,,TCP J18102829-2729590,AAVSO,STD,,,,
2457709.92500,10.5,,,Vis.,WCG,BW,100,107,X16833D,"10"" f/5 dob; x39. Low altitude; Twilight.",,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
2457709.9944,10.8,,,Vis.,PEX,,107,,X16815DS,,,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
2457713.0111,11.1,,,Vis.,PEX,B,107,112,X16815DS,,,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
2457713.47917,11.2,,,TG,GJED,L,ENSEMBLE,000-BCB-535,X16894AAU,Check star mag:9.024 (->err: +0.100),0,,Z,na,-12.889,,TCP J18102829-2729590,AAVSO,STD,,,,
2457714.0014,11.2,,,Vis.,PEX,,112,,X16815DS,,,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
2457716.46875,10.8,,,Vis.,FFAD,BL,113,,X16871AOL,,,,Z,,,,TCP J18102829-2729590,,STD,,,,
2457719.47153,12.2,,,TG,GJED,BUL,ENSEMBLE,000-BCB-535,X16894AAU,Check mag: 8.878 (->err -0.246). Very bad conditions.,0,,Z,na,-12.183,,TCP J18102829-2729590,AAVSO,STD,,,,
2457810.312,13.7,,,Vis.,BNK,Z,134,,X17279JM,,,,Z,,,,V5855 SGR,AAVSO,STD,,,,
2457810.3785,13.5,,,Vis.,PEX,,136,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457816.93264,<13.0,,,Vis.,SLH,,130,,x17269 pl,,,,Z,,,,V5855 SGR,AAVSO,STD,,,,
2457818.3576,13.8,,,Vis.,PEX,,138,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457839.3604,13.7,,,Vis.,PEX,,139,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457840.3583,13.6,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457841.3486,13.7,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457843.3556,13.8,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457845.271,13.3,,,Vis.,BNK,Z,128,140,X17279JM,,,,Z,,,,V5855 SGR,AAVSO,STD,,,,
2457872.2750,13.7,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457873.297,13.8,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457875.3444,13.8,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457876.3382,13.8,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457880.3299,13.8,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457900.3014,13.9,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457905.2708,13.8,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457908.3007,13.8,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457909.3153,13.8,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457922.2819,14.0,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457929.145,13.6,,,Vis.,BNK,Z,134,,'',SP4 V MAGS,,,Z,,,,V5855 SGR,AAVSO,STD,,,,
2457930.1174,13.9,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457932.1181,13.8,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457989.0632,14.2,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2457994.0688,14.0,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2458039.007,14.1,,,Vis.,BNK,Z,134,140,'',SP4 MAGS,,,Z,,,,V5855 SGR,AAVSO,STD,,,,
2458189.3556,14.8,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2458205.3597,14.7,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2458222.3382,14.4,,,Vis.,PEX,,137,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2458223.3625,14.5,,,Vis.,PEX,,NA,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2458233.3125,14.6,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2458237.3938,14.7,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2458249.3160,14.7,,,Vis.,PEX,,NA,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2458253.3076,14.7,,,Vis.,PEX,,NA,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2458257.3021,14.7,,,Vis.,PEX,,NA,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2458258.3368,14.7,,,Vis.,PEX,,NA,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2458260.3278,14.9,,,Vis.,PEX,,NA,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2458262.3201,14.7,,,Vis.,PEX,,NA,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2458311.1563,14.9,,,Vis.,PEX,,NA,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2458329.979,15.0,,,Vis.,BNK,V,148,,X17279JM,VERY CROWDED FIELD,,,Z,,,,V5855 SGR,AAVSO,STD,,,,
2458371.0389,<15.0,,,Vis.,PEX,,NA,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2458560.3486,<14.8,,,Vis.,PEX,,140,,X16815DT,,,,Z,,,,V5855 Sgr,AAVSO,STD,,,,
2458658.75694,<11.3,,,Vis.,YON,,11.3,,X16871XJ,,,,Z,,,,TCP J18102829-2729590,AAVSO,STD,,,,
